""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"Otu000749"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"
"Otu001435"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000806"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"
"Otu001433"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"
"Otu001327"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"
"Otu001351"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000747"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"
"Otu000160"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu000466"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu000061"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001324"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"
"Otu001074"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu000755"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"
"Otu000122"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Roseimaritima"
"Otu000675"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Gimesiaceae"	"Gimesia"
"Otu000150"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Gimesiaceae"	"Gimesia"
"Otu000093"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu000770"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000336"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000495"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000581"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001614"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000841"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001256"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001245"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001278"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu001057"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"uncultured"
"Otu000677"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001055"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000445"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"uncultured"
"Otu000049"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"
"Otu000505"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"
"Otu000708"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000207"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000276"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000778"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000499"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"
"Otu001268"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000767"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000970"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001027"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001431"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu001158"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001394"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001367"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001550"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu001017"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu000984"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"
"Otu000684"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000016"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"
"Otu000289"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000592"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"
"Otu000328"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu001292"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu001342"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000603"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu001205"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu001064"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu000347"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"
"Otu000634"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000884"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000627"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000951"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000536"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_unclassified"
"Otu000695"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"
"Otu000962"	"Bacteria"	"Planctomycetota"	"OM190"	"OM190_or"	"OM190_fa"	"OM190_ge"
"Otu000530"	"Bacteria"	"Planctomycetota"	"OM190"	"OM190_or"	"OM190_fa"	"OM190_ge"
"Otu000427"	"Bacteria"	"Planctomycetota"	"OM190"	"OM190_or"	"OM190_fa"	"OM190_ge"
"Otu000064"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Planctomycetales_unclassified"	"Planctomycetales_unclassified"
"Otu000492"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Planctomycetales_unclassified"	"Planctomycetales_unclassified"
"Otu001234"	"Bacteria"	"Acidobacteriota"	"Acidobacteriota_unclassified"	"Acidobacteriota_unclassified"	"Acidobacteriota_unclassified"	"Acidobacteriota_unclassified"
"Otu000865"	"Bacteria"	"Acidobacteriota"	"Subgroup_22"	"Subgroup_22_or"	"Subgroup_22_fa"	"Subgroup_22_ge"
"Otu000310"	"Bacteria"	"Acidobacteriota"	"Acidobacteriota_unclassified"	"Acidobacteriota_unclassified"	"Acidobacteriota_unclassified"	"Acidobacteriota_unclassified"
"Otu000258"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000332"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu000087"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu000519"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu000346"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu001586"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu000659"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu001666"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu000418"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu001235"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured_ge"
"Otu001611"	"Bacteria"	"Hydrogenedentes"	"Hydrogenedentia"	"Hydrogenedentiales"	"Hydrogenedensaceae"	"Hydrogenedensaceae_ge"
"Otu000881"	"Bacteria"	"Acidobacteriota"	"Subgroup_26"	"Subgroup_26_or"	"Subgroup_26_fa"	"Subgroup_26_ge"
"Otu000172"	"Bacteria"	"Acidobacteriota"	"Subgroup_26"	"Subgroup_26_or"	"Subgroup_26_fa"	"Subgroup_26_ge"
"Otu000507"	"Bacteria"	"Acidobacteriota"	"Subgroup_26"	"Subgroup_26_or"	"Subgroup_26_fa"	"Subgroup_26_ge"
"Otu000169"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"Marinicella"
"Otu000605"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"Marinicella"
"Otu000890"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"Marinicella"
"Otu000095"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000246"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000487"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000426"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000405"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000141"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000572"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000845"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000290"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000040"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000058"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000230"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000636"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000015"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000025"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000335"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000315"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000044"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000275"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Cocleimonas"
"Otu000134"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Cocleimonas"
"Otu000542"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"AT-s2-59"	"AT-s2-59_fa"	"AT-s2-59_ge"
"Otu000320"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu001399"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000475"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"uncultured"	"uncultured_fa"	"uncultured_ge"
"Otu001489"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Granulosicoccales"	"Granulosicoccaceae"	"Granulosicoccus"
"Otu001202"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Granulosicoccales"	"Granulosicoccaceae"	"Granulosicoccus"
"Otu000204"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Granulosicoccales"	"Granulosicoccaceae"	"Granulosicoccus"
"Otu000202"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	"Thiogranum"
"Otu000123"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	"Thiogranum"
"Otu000588"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	"uncultured"
"Otu000072"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halieaceae_unclassified"
"Otu000616"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Marimicrobium"
"Otu001122"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halieaceae_unclassified"
"Otu000590"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"
"Otu001408"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halieaceae_unclassified"
"Otu000081"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"
"Otu000326"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halieaceae_unclassified"
"Otu000655"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"
"Otu001647"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halieaceae_unclassified"
"Otu000223"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"
"Otu000362"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"
"Otu000162"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halieaceae_unclassified"
"Otu000128"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Marimicrobium"
"Otu000182"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"OM60(NOR5)_clade"
"Otu000490"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"uncultured"
"Otu000294"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"
"Otu000274"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"Nitrosomonas"
"Otu000879"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Comamonadaceae_unclassified"
"Otu000028"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Delftia"
"Otu001231"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Comamonadaceae_unclassified"
"Otu001005"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Polaromonas"
"Otu000940"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Pusillimonas"
"Otu001030"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurimonadaceae"	"Sulfurimonas"
"Otu000633"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurimonadaceae"	"Sulfurimonas"
"Otu000877"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"uncultured"
"Otu001385"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"uncultured"
"Otu000452"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"uncultured"
"Otu001050"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacterales_unclassified"	"Enterobacterales_unclassified"
"Otu000106"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Moritellaceae"	"Moritella"
"Otu000206"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Psychromonadaceae"	"Psychromonas"
"Otu000037"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia-Shigella"
"Otu001107"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Tenderiales"	"Tenderiaceae"	"Candidatus_Tenderia"
"Otu000292"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000341"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Arenicellales"	"Arenicellaceae"	"uncultured"
"Otu000432"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Sedimenticolaceae"	"uncultured"
"Otu000888"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Granulosicoccales"	"Granulosicoccaceae"	"Granulosicoccus"
"Otu000174"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Granulosicoccales"	"Granulosicoccaceae"	"Granulosicoccus"
"Otu000468"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"uncultured"
"Otu000906"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Arenicellales"	"Arenicellaceae"	"Candidatus_Thiosymbion"
"Otu000334"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Arenicellales"	"Arenicellaceae"	"Arenicellaceae_unclassified"
"Otu000393"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Halochromatium"
"Otu001396"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Chromatiaceae_unclassified"
"Otu000950"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000321"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Lamprocystis"
"Otu000611"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu001350"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000406"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Candidatus_Thiobios"
"Otu000414"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Candidatus_Thiobios"
"Otu000449"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Arenicellales"	"Arenicellaceae"	"Arenicella"
"Otu001538"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Arenicellales"	"Arenicellaceae"	"Arenicellaceae_unclassified"
"Otu000097"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"uncultured"	"uncultured_fa"	"uncultured_ge"
"Otu000831"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	"uncultured"
"Otu000637"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000073"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"BD7-8"	"BD7-8_fa"	"BD7-8_ge"
"Otu000181"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000138"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000648"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000512"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"endosymbionts"
"Otu001602"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"endosymbionts"
"Otu000552"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"uncultured"
"Otu000561"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfobacteraceae_unclassified"
"Otu001289"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfoconvexum"
"Otu000667"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfobacula"
"Otu000380"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfobacteraceae_unclassified"
"Otu000030"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfoconvexum"
"Otu000832"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfoconvexum"
"Otu001334"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfoconvexum"
"Otu001562"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfoconvexum"
"Otu000808"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfoconvexum"
"Otu000826"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfobacteraceae_unclassified"
"Otu000164"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"uncultured"
"Otu000003"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfobacteraceae_unclassified"
